ABLE7;AT16;CTRATIO;ETOT;FEMALE;LOGINC;N;OLDSIB;YNGSIB;SCHOOL
85;3;16.83333;5;0;3.749504;4041;1;1;0
100;3;18.13514;5;1;4.135167;4043;0;0;0
25;3;13.86957;0;1;3.555348;4045;0;0;0
92.5;1;15.6129;10;0;4.382027;4047;0;3;1
45;2;18.25;8;0;3.795489;4049;0;2;0
82.5;3;16.85542;6;0;4.110874;4051;0;1;0
92.5;1;13.35185;1;0;4.677491;4053;0;1;1
77.5;2;16.36065;3;1;4.317488;4055;0;0;0
97.5;2;15.56863;6;0;4.212128;4057;0;1;0
85;1;15.56863;7;0;4.135167;4059;0;3;1
97.5;1;15.57143;6;0;3.688879;4061;0;0;1
97.5;1;14.73171;8;1;4.317488;4063;1;2;1
52.5;3;16.90196;0;1;3.401197;4065;0;2;0
82.5;2;16.36065;4;1;4.189655;4067;0;1;0
70;1;18.94667;0;0;3.749504;4069;0;1;1
60;2;18.41667;5;0;4.135167;4071;0;2;0
85;2;15.10811;7;0;4.007333;4073;0;0;0
62.5;3;16.36065;3;1;4.412798;4075;1;1;0
97.5;1;13.57377;7;1;4.135167;4077;0;2;1
65;3;17.25806;4;0;4.248495;4079;0;1;0
52.5;1;12.12121;10;0;4.317488;4081;0;2;1
82.5;1;15.28571;8;1;4.007333;4083;0;0;1
75;1;14.75;6;0;4.135167;4085;1;1;1
90;1;17;7;1;3.555348;4087;0;0;1
90;2;17.92453;8;0;3.749504;4089;0;1;0
12.5;3;22.18518;3;1;3.688879;4091;0;3;0
97.5;1;15.21212;9;0;4.189655;4093;0;1;1
92.5;2;17.68627;5;0;4.283587;4095;1;0;0
82.5;1;15.52381;8;0;4.350278;4097;1;1;1
92.5;1;15.25926;10;1;3.806663;4099;0;1;1
75;3;16.90278;7;1;4.471639;4101;1;1;0
85;1;16.94643;9;1;4.283587;4103;0;0;1
30;2;16.85294;6;0;3.749504;4105;0;1;0
72.5;1;14.04255;9;0;3.86073;4107;1;0;1
67.5;3;18.51613;5;1;4.110874;4109;0;1;0
90;1;16.19444;7;0;4.297286;4111;0;1;1
97.5;1;16.40816;10;0;4.255613;4113;0;3;1
100;1;15.33588;8;1;3.86073;4115;0;1;1
45;3;18.60526;9;1;4.317488;4117;0;4;0
75;1;19.22917;4;0;3.688879;4119;0;3;1
100;1;15.28571;9;1;4.135167;4121;0;1;1
82.5;3;16.8;8;1;4.579853;4123;0;1;0
70;2;16.53846;0;1;3.749504;4125;0;5;0
57.5;3;15.96491;8;1;4.135167;4127;1;0;0
87.5;1;22.44444;7;1;4.317488;4129;0;1;1
92.5;1;15.69388;9;1;4.317488;4131;0;4;1
92.5;1;15.28571;9;1;3.912023;4133;1;2;1
87.5;2;16.52459;9;0;3.86073;4135;0;3;0
97.5;2;17.14286;9;1;4.317488;4137;1;0;0
95;1;12.35385;8;1;5.105946;4139;0;0;1
90;2;15.17143;10;1;3.960813;4141;1;2;0
92.5;1;12.35385;9;1;4.629863;4143;1;2;1
100;1;19.21053;8;0;4.317488;4145;1;3;1
65;3;15.88608;1;1;3.806663;4147;0;2;0
82.5;1;13.625;8;1;4.248495;4149;1;0;1
45;3;18.21212;8;1;3.806663;4151;0;0;0
95;3;15.6;6;1;4.471639;4153;0;3;0
30;2;18.94667;0;0;3.960813;4155;1;1;0
85;1;9.311111;8;1;3.688879;4157;0;1;1
87.5;2;17.40909;7;0;2.995732;4159;0;0;0
87.5;2;19.72131;0;0;3.401197;4161;1;3;0
70;3;17.40909;8;0;4.135167;4163;0;1;0
92.5;3;17.40909;7;1;2.995732;4165;1;0;0
90;1;13.77778;9;0;4.248495;4167;1;0;1
80;1;16.77465;9;1;3.624341;4169;0;1;1
70;1;17.93103;9;1;4.317488;4171;0;1;1
82.5;1;17.3125;8;1;4.135167;4173;0;4;1
67.5;2;16.27119;8;1;4.283587;4175;0;2;0
97.5;1;15.69048;9;1;4.691348;4177;0;4;1
82.5;1;15.38597;7;1;4.49981;4179;0;0;1
87.5;1;18.80412;8;1;4.350278;4181;0;0;1
50;2;18.94667;0;0;4.135167;4183;1;2;0
77.5;1;10.11765;8;0;4.959342;4185;0;0;1
97.5;1;15.52381;8;0;4.135167;4187;1;0;1
92.5;1;12.12121;9;0;4.007333;4189;1;0;1
92.5;2;15.78378;5;1;4.007333;4191;0;0;0
77.5;1;13.94286;10;0;4.135167;4193;1;2;1
75;2;15.61111;4;1;3.806663;4195;0;0;0
92.5;1;15.47222;12;0;3.806663;4197;1;0;1
80;2;17.8;8;0;4.212128;4199;0;1;0
72.5;2;17.46269;9;1;3.401197;4201;1;1;0
50;3;16.46575;0;0;3.713572;4203;1;1;0
60;3;18.58333;7;1;3.749504;4205;0;4;0
80;1;15.77049;6;1;3.624341;4207;0;0;1
85;1;17.80488;8;1;3.624341;4209;0;1;1
67.5;2;17.1875;0;1;3.314186;4211;0;0;0
57.5;2;14.40909;6;0;3.806663;4213;0;2;0
87.5;2;16.33928;6;0;3.772761;4215;0;1;0
85;2;16.90196;2;0;4.135167;4217;0;1;0
77.5;2;15.84091;5;1;4.317488;4219;0;0;0
85;1;19.29091;10;1;4.007333;4221;0;0;1
82.5;3;14.725;3;0;3.624341;4223;0;5;0
80;1;17.425;6;1;3.772761;4225;0;1;1
80;1;16.59722;8;1;4.051785;4227;0;3;1
87.5;1;15.47222;10;0;4.350278;4229;1;0;1
72.5;1;17.96491;6;0;3.795489;4231;0;2;1
87.5;3;16.33928;8;1;4.317488;4233;0;2;0
37.5;3;16.66667;0;1;4.051785;4235;1;2;0
92.5;1;16.07692;9;0;4.212128;4237;1;2;1
95;1;15.25926;11;0;4.135167;4239;0;0;1
25;2;17.08333;8;0;4.051785;4241;0;1;0
82.5;3;14.62745;8;1;3.624341;4243;1;1;0
85;3;10.61905;12;0;3.960813;4245;1;0;0
92.5;1;14.38983;9;0;3.86073;4247;1;1;1
82.5;1;15.07018;7;0;3.806663;4249;0;0;1
72.5;3;16.8;4;1;4.174387;4251;0;0;0
92.5;2;17.32432;7;0;4.677491;4253;1;1;0
37.5;3;11.8;0;0;4.174387;4255;0;0;0
82.5;1;16.25806;4;1;3.86073;4257;1;1;1
70;1;14.22222;0;1;4.051785;4259;1;2;1
82.5;1;9.942857;6;0;4.283587;4261;1;0;1
17.5;2;19;0;0;3.555348;4263;1;0;0
52.5;2;16.85294;3;0;4.527209;4265;2;4;0
95;2;15.12195;9;0;4.110874;4267;0;1;0
95;1;16.66667;9;0;4.49981;4269;0;2;1
90;1;17.14286;0;1;4.283587;4271;0;0;1
92.5;2;18.5;6;1;4.212128;4273;1;0;0
100;1;10.09524;10;0;4.283587;4275;0;0;1
52.5;1;18.42857;8;1;4.317488;4277;0;0;1
60;1;18.42857;10;1;4.317488;4279;0;0;1
80;1;14.53846;3;1;3.960813;4281;1;0;1
52.5;3;18.18182;6;1;4.143135;4283;0;3;0
85;3;15;6;1;4.553877;4285;1;0;0
82.5;2;15.5;9;0;4.212128;4287;0;1;0
85;3;18.01515;4;1;3.86073;4289;1;0;0
65;2;18.85185;6;0;3.688879;4291;0;0;0
80;2;16.40909;6;0;3.688879;4293;0;2;0
32.5;3;17.54286;1;1;3.583519;4295;0;1;0
60;2;16.13514;8;0;4.135167;4297;0;1;0
82.5;1;19.54545;6;1;3.688879;4299;3;1;1
90;1;15.76;9;1;3.881564;4301;1;1;1
82.5;1;16.77465;10;0;3.555348;4303;0;0;1
87.5;2;20.1875;6;0;3.960813;4305;0;3;0
80;2;16.78652;9;1;4.135167;4307;1;0;0
52.5;3;17.58716;1;1;3.86073;4309;1;0;0
82.5;1;18.43243;8;0;3.624341;4311;2;1;1
75;2;17.8;8;0;3.960813;4313;0;1;0
30;3;16.13514;0;0;3.86073;4315;0;0;0
92.5;2;16.82143;7;1;3.960813;4317;1;1;0
87.5;3;18.81356;9;1;3.555348;4319;0;0;0
80;1;17.58716;11;0;3.86073;4321;0;1;1
80;1;17.46269;10;0;4.248495;4323;1;0;1
40;2;16.78652;6;0;3.749504;4325;1;2;0
87.5;1;17.07317;10;1;3.86073;4327;0;2;1
90;2;16.32381;7;1;4.135167;4329;0;2;0
72.5;3;17.23377;8;1;3.960813;4331;0;1;0
82.5;1;18.81356;8;1;4.317488;4333;0;1;1
82.5;1;18.81132;11;1;4.382027;4335;1;0;1
30;3;17.58716;4;0;3.806663;4337;2;3;0
90;2;17.58716;9;0;3.912023;4339;0;1;0
85;2;15.78947;9;1;3.806663;4341;1;0;0
60;2;17.58716;6;0;4.051785;4343;0;1;0
92.5;3;16.77465;1;1;3.401197;4345;0;2;0
55;2;17.38095;6;1;3.749504;4347;1;0;0
75;2;18.5641;6;0;3.624341;4349;1;2;0
87.5;1;16.27119;8;0;4.051785;4351;1;2;1
85;1;17.58716;7;0;4.051785;4353;0;3;1
87.5;1;14.41379;9;0;4.49981;4355;0;0;1
55;3;17;5;0;4.350278;4357;1;0;0
17.5;1;8.2;1;0;4.007333;4359;0;0;1
77.5;3;17.09756;8;0;4.051785;4361;0;1;0
92.5;2;17.67533;6;1;3.912023;4363;0;3;0
80;2;19.91549;7;1;3.401197;4365;1;1;0
85;3;17.92958;0;1;4.248495;4367;0;0;0
77.5;2;20.53226;7;0;4.174387;4369;0;1;0
72.5;2;18.98039;7;1;3.688879;4371;0;0;0
85;1;17.22222;5;1;3.314186;4373;0;3;1
92.5;3;16.73214;6;1;4.527209;4375;1;0;0
70;1;13.44;0;1;3.86073;4377;0;2;1
82.5;3;18.57143;4;1;3.113515;4379;0;3;0
37.5;3;18.57143;5;0;4.382027;4381;0;2;0
82.5;1;17.17647;9;0;4.317488;4383;0;0;1
72.5;1;17.27907;5;1;3.555348;4385;0;1;1
97.5;1;16.48387;9;1;3.48124;4387;1;1;1
65;2;17.80488;8;0;3.806663;4389;1;1;0
82.5;1;17.32692;10;1;4.317488;4391;0;1;1
85;2;15.28;4;0;4.283587;4393;1;0;0
85;3;15.78947;8;1;2.70805;4395;1;0;0
95;1;13.76923;9;0;4.579853;4397;0;1;1
52.5;2;14.90909;0;1;4.007333;4399;0;0;0
97.5;1;15.28;2;0;3.749504;4401;0;2;1
97.5;1;13.86598;10;0;4.527209;4403;1;0;1
72.5;2;14.4186;6;0;4.212128;4405;1;1;0
40;2;22.44444;7;0;4.094345;4407;1;0;0
92.5;1;18.78947;10;0;3.48124;4409;0;1;1
40;2;19.91549;2;0;3.931826;4411;1;1;0
92.5;3;17.90476;6;0;3.86073;4413;1;1;0
95;2;15.11765;7;0;3.960813;4415;0;2;0
100;1;13.76923;8;0;3.688879;4417;0;0;1
90;1;14.04255;10;0;4.135167;4419;0;2;1
75;3;15.11765;6;0;3.583519;4421;0;1;0
32.5;2;18.89362;8;0;4.174387;4423;1;2;0
87.5;1;15.11765;7;0;3.912023;4425;0;0;1
87.5;3;16.13514;7;1;3.624341;4427;0;1;0
80;3;17.5;0;1;3.960813;4429;0;1;0
77.5;2;14.6875;14;0;4.49981;4431;1;0;0
77.5;1;16.32381;8;0;4.110874;4433;0;1;1
97.5;1;14;7;0;3.912023;4435;0;0;1
87.5;3;16.73171;7;1;3.624341;4437;1;2;0
80;1;14;8;0;4.283587;4439;0;0;1
90;2;13.54839;8;0;3.624341;4441;2;0;0
90;1;16.13514;8;1;4.204693;4443;0;2;1
90;1;16.32381;8;0;4.094345;4445;0;0;1
97.5;1;16.13514;9;1;4.051785;4447;0;2;1
80;1;16.13514;8;1;2.70805;4449;1;0;1
97.5;1;16.90909;9;1;3.48124;4451;1;1;1
22.5;3;18.63636;0;0;3.218876;4453;1;3;0
82.5;2;18.13889;4;1;3.624341;4455;1;0;0
90;1;16.32381;9;1;3.86073;4457;0;2;1
82.5;1;18.92857;8;0;3.555348;4459;0;0;1
85;2;10;7;1;4.553877;4461;1;0;0
75;2;19.54545;8;0;4.317488;4463;1;4;0
95;1;15.16949;0;1;3.960813;4465;0;3;1
75;3;18.59459;7;0;4.442651;4467;0;1;0
95;1;16.14035;7;1;4.579853;4469;0;2;1
77.5;1;17.33333;1;0;3.86073;4471;1;4;1
57.5;3;18.01515;6;0;3.555348;4473;0;2;0
100;1;14.5;6;0;3.749504;4475;0;1;1
82.5;3;17.4;12;0;4.283587;4477;0;1;0
92.5;2;17.33333;4;1;3.555348;4479;0;0;0
77.5;1;18.07317;5;1;3.86073;4481;1;3;1
77.5;3;16.9;4;0;3.86073;4483;0;1;0
92.5;1;17.18391;9;1;4.412798;4485;0;1;1
20;2;15.86207;6;0;3.86073;4487;0;1;0
90;1;16.38461;7;0;4.135167;4489;1;0;1
87.5;2;17.27586;8;0;3.86073;4491;0;1;0
57.5;2;17.46154;7;1;3.401197;4493;0;3;0
82.5;1;17.93103;8;1;4.135167;4495;0;2;1
47.5;2;17.44186;0;0;3.218876;4497;0;1;0
50;3;17.38095;0;0;4.135167;4499;0;1;0
95;1;16.9375;9;1;3.555348;4501;0;0;1
85;3;16.39286;10;0;4.051785;4503;0;1;0
72.5;2;18.61111;4;0;4.007333;4505;0;0;0
87.5;2;16.87719;9;1;4.212128;4507;1;1;0
75;3;15.86207;10;0;3.749504;4509;0;1;0
90;3;17.87879;5;1;3.86073;4511;0;2;0
90;1;18.34328;8;1;4.412798;4513;1;1;1
92.5;1;16.39437;7;1;3.960813;4515;0;2;1
25;3;17.44186;0;0;4.212128;4517;1;0;0
85;2;16.94915;4;0;4.412798;4519;1;0;0
90;3;16.10714;3;1;3.86073;4521;0;1;0
42.5;2;16.27907;6;0;3.48124;4523;2;2;0
97.5;1;13.68182;10;0;3.86073;4525;1;2;1
50;3;15.66667;0;0;3.218876;4527;0;1;0
70;2;15.25714;7;1;4.051785;4529;0;2;0
80;3;17.38461;4;0;3.624341;4531;0;2;0
90;2;14.55;7;1;3.850147;4533;0;2;0
90;3;14.55;6;1;3.555348;4535;0;2;0
65;2;16.25;3;0;3.86073;4537;0;1;0
77.5;2;16.06897;5;0;3.749504;4539;1;0;0
82.5;2;17.69231;6;0;3.48124;4541;0;1;0
95;1;10.52542;11;0;4.310799;4543;0;2;1
45;2;15.74074;5;0;4.025352;4545;0;1;0
42.5;2;12.54545;0;1;3.218876;4547;1;3;0
100;3;17.38461;10;1;3.806663;4549;0;0;0
95;1;15.11628;9;0;3.960813;4551;0;1;1
80;3;16.27907;0;1;3.555348;4553;0;0;0
30;2;17.5;2;0;3.688879;4555;0;0;0
92.5;1;16.25397;7;0;4.471639;4557;1;2;1
90;3;14.78947;8;0;4.174387;4559;1;0;0
57.5;2;16.27907;4;0;4.442651;4561;1;1;0
85;3;17.54386;7;1;3.624341;4563;0;2;0
67.5;3;17.06452;6;1;3.749504;4565;0;1;0
20;3;17.90625;1;1;3.218876;4567;0;4;0
62.5;3;15.84483;2;1;4.248495;4569;0;5;0
65;3;15.84483;2;1;4.248495;4571;0;5;0
75;2;16.875;11;1;3.960813;4573;0;2;0
35;3;17.56757;8;1;4.297286;4575;0;1;0
87.5;3;15.89655;10;1;4.527209;4577;0;1;0
37.5;3;15;6;0;3.912023;4579;0;0;0
30;3;15.43023;7;1;3.48124;4581;0;2;0
85;1;18.15385;10;1;4.317488;4583;0;1;1
87.5;1;15.35;6;1;4.051785;4585;0;1;1
87.5;1;15.21311;10;1;4.317488;4587;0;1;1
85;1;16.10714;9;1;3.749504;4589;0;3;1
55;3;15.75342;0;1;4.527209;4591;1;4;0
47.5;3;15.44444;6;1;4.094345;4593;0;0;0
47.5;2;16.48649;8;0;4.382027;4595;1;0;0
90;2;18;10;0;4.135167;4597;2;0;0
82.5;3;19.90322;10;0;3.555348;4599;4;2;0
67.5;2;14.5098;8;0;3.113515;4601;0;3;0
12.5;3;13.8;5;0;3.555348;4603;2;4;0
95;1;16.14286;11;0;4.174387;4605;0;0;1
90;3;16.58974;8;1;4.579853;4607;0;1;0
65;2;16.65517;4;0;3.960813;4609;0;0;0
67.5;2;16.875;4;1;3.218876;4611;1;1;0
60;2;17.72973;7;0;3.960813;4613;1;1;0
90;1;14.5098;7;0;4.317488;4615;1;2;1
32.5;3;17.86047;4;1;3.749504;4617;0;0;0
77.5;3;17.53658;6;1;4.317488;4619;1;1;0
90;1;17.54286;10;0;3.48124;4621;0;0;1
90;1;17.71428;9;1;4.135167;4623;0;2;1
25;3;14.5098;3;1;3.749504;4625;1;0;0
85;3;17.61905;7;1;3.113515;4627;0;3;0
100;2;17.54286;10;1;4.283587;4629;0;0;0
92.5;1;16.63461;9;0;3.960813;4631;0;0;1
80;3;17.42424;7;1;3.401197;4633;0;3;0
85;3;17.04348;9;1;3.688879;4635;1;2;0
77.5;2;18.47059;6;0;4.350278;4637;1;1;0
80;3;15.90476;5;1;3.86073;4639;0;1;0
77.5;2;16.63636;6;0;2.70805;4641;0;1;0
92.5;1;17.47712;8;0;3.688879;4643;0;2;1
92.5;3;19.40425;9;1;3.960813;4645;0;0;0
92.5;1;18.20833;8;1;3.806663;4647;1;0;1
87.5;1;16.10145;7;0;4.212128;4649;0;1;1
22.5;3;16.88136;0;0;3.806663;4651;0;0;0
82.5;1;16.88136;7;0;2.995732;4653;0;1;1
82.5;3;16.75;6;0;3.749504;4655;1;0;0
90;1;16.48936;2;1;4.350278;4657;1;0;1
22.5;3;18.02885;8;1;2.862201;4659;2;1;0
77.5;2;18.02885;4;1;3.624341;4661;0;1;0
55;1;18.75;4;1;4.412798;4663;1;0;1
82.5;1;18.77193;13;1;4.212128;4665;0;1;1
97.5;1;16.8;13;1;4.629863;4667;1;0;1
92.5;1;16.8;14;1;4.629863;4669;1;0;1
90;3;17.1875;0;1;4.135167;4671;1;0;0
67.5;3;21.8125;2;1;3.86073;4673;0;3;0
97.5;1;17;9;1;4.174387;4675;1;0;1
87.5;1;17.90625;7;1;3.688879;4677;0;3;1
55;3;17.22222;3;1;3.113515;4679;0;0;0
60;2;19.56522;6;0;3.113515;4681;1;2;0
45;3;18.11429;4;1;4.18205;4683;0;3;0
92.5;1;16.66667;10;1;3.314186;4685;0;0;1
67.5;2;19.29412;5;0;3.314186;4687;0;1;0
95;2;18.81818;7;1;3.48124;4689;1;1;0
65;2;19.26415;6;1;3.86073;4691;1;1;0
97.5;1;18.09091;8;0;4.135167;4693;0;0;1
65;3;16.75;5;1;4.051785;4695;1;2;0
80;2;19.76087;8;0;3.749504;4697;0;1;0
97.5;1;16.48936;9;1;4.60517;4699;1;0;1
77.5;2;16.45946;9;1;4.007333;4701;0;0;0
70;2;19;7;1;3.48124;4703;1;0;0
77.5;3;16.60741;5;1;4.143135;4705;3;3;0
92.5;1;13.73333;10;0;4.382027;4707;0;5;1
80;3;18.11429;5;1;3.912023;4709;0;0;0
75;3;18.29545;0;0;3.688879;4711;0;5;0
80;1;15.02564;9;1;4.722953;4713;1;2;1
85;1;16.08824;8;0;3.749504;4715;0;1;1
87.5;1;17.45714;10;0;3.912023;4717;0;3;1
90;1;16.47059;9;1;4.135167;4719;0;3;1
65;2;18.94667;0;0;3.157;4721;0;1;0
90;1;17.88235;10;0;3.912023;4723;0;0;1
87.5;1;18.78947;8;0;3.86073;4725;1;0;1
67.5;2;18.01515;6;0;3.624341;4727;3;0;0
82.5;3;19.76087;10;1;3.749504;4729;1;1;0
75;1;19.26316;9;0;3.555348;4731;0;3;1
72.5;2;18.5;5;1;4.007333;4733;0;0;0
80;2;19.26316;7;1;4.579853;4735;2;3;0
65;3;18.81818;10;0;4.317488;4737;0;2;0
97.5;1;11.67442;15;0;3.113515;4739;0;1;1
85;3;19.26415;8;1;4.248495;4741;2;1;0
60;2;19.26415;8;0;4.094345;4743;1;1;0
95;1;17.26549;7;1;3.749504;4745;0;2;1
87.5;3;17.70909;6;1;3.583519;4747;0;1;0
97.5;1;17.61176;11;0;4.174387;4749;0;2;1
90;1;18.39286;9;0;4.094345;4751;0;0;1
80;2;18.5;9;1;3.86073;4753;0;1;0
85;1;19.72131;0;1;4.406719;4755;0;2;1
70;2;19.14286;7;0;4.350278;4757;0;0;0
87.5;3;14.5;8;1;4.442651;4759;0;1;0
80;1;18.2973;13;0;4.382027;4761;1;6;1
80;3;17.83721;3;1;3.401197;4763;1;0;0
80;3;16.36667;4;0;4.49981;4765;0;2;0
67.5;1;16.80488;8;1;3.960813;4767;1;1;1
85;2;18.09091;0;1;3.806663;4769;0;0;0
82.5;1;18.63636;10;1;4.350278;4771;0;1;1
75;3;16.78572;6;1;3.912023;4773;0;0;0
92.5;2;19.65753;8;0;3.86073;4775;0;1;0
57.5;2;18.5;6;1;4.527209;4777;0;0;0
37.5;3;16.54412;0;0;2.995732;4779;0;0;0
40;3;17.92683;2;0;3.960813;4781;1;0;0
62.5;1;15.71429;8;1;4.382027;4783;2;0;1
80;3;16.46575;2;1;3.806663;4785;0;0;0
87.5;2;18.54545;9;0;4.212128;4787;1;1;0
42.5;1;13.63636;8;1;4.135167;4789;0;0;1
82.5;3;17.58716;1;1;3.113515;4791;0;1;0
82.5;1;14.90476;8;1;3.86073;4793;0;1;1
70;2;14.90476;5;0;3.960813;4795;0;1;0
92.5;3;16.22388;10;0;4.051785;4797;0;1;0
60;3;17.23077;3;1;4.317488;4799;1;1;0
100;1;17.3913;11;0;3.73767;4801;0;2;1
67.5;1;16.22388;0;0;3.960813;4803;0;2;1
40;3;17.56757;4;1;3.912023;4805;0;0;0
37.5;2;15.65217;3;0;3.555348;4807;0;2;0
30;3;16;0;1;3.960813;4809;1;6;0
75;3;17.56757;10;1;3.555348;4811;0;1;0
62.5;2;17.37778;7;1;4.212128;4813;1;4;0
60;3;18.76786;9;1;3.48124;4815;0;0;0
72.5;1;14.15;8;1;3.912023;4817;0;0;1
47.5;2;19.44681;0;0;4.382027;4819;0;1;0
87.5;3;16.54412;2;0;3.960813;4821;1;0;0
60;2;15.87059;9;0;3.401197;4823;1;0;0
87.5;3;15.81132;8;1;4.283587;4825;1;0;0
82.5;3;18.47059;7;1;4.051785;4827;1;1;0
50;3;15.90476;5;0;4.212128;4829;0;5;0
92.5;2;19.40425;8;0;3.806663;4831;1;0;0
37.5;3;18.02885;5;0;3.218876;4833;0;3;0
87.5;2;16.75;7;0;2.995732;4835;0;3;0
67.5;1;15.81132;8;1;3.912023;4837;0;0;1
92.5;1;17.56757;12;0;3.113515;4839;0;2;1
75;2;16.90164;7;0;3.555348;4841;0;0;0
80;3;17.56757;10;1;4.051785;4843;0;3;0
97.5;3;16.94828;6;1;3.401197;4845;0;0;0
97.5;2;17.56757;9;0;3.960813;4847;0;1;0
85;1;13.26087;9;1;3.555348;4849;0;1;1
75;2;17;7;0;3.86073;4851;1;0;0
72.5;2;18.29545;4;0;4.051785;4853;1;1;0
65;2;15.80952;5;0;4.283587;4855;1;0;0
45;3;17.05769;4;1;3.401197;4857;0;1;0
97.5;1;15.69388;8;1;4.135167;4859;0;2;1
82.5;3;17.05769;6;1;3.960813;4861;2;4;0
90;3;16.45946;9;1;3.314186;4863;0;2;0
92.5;3;18.29545;7;0;3.314186;4865;0;1;0
70;2;18.81818;7;1;3.960813;4867;0;2;0
100;1;18.21875;7;1;4.135167;4869;0;0;1
70;2;17.32;1;0;4.051785;4871;1;2;0
85;1;15.08163;11;0;4.412798;4873;1;1;1
87.5;1;16.36842;9;0;4.094345;4875;1;0;1
80;1;17.2;6;1;3.749504;4877;1;2;1
80;1;11.80952;7;0;3.86073;4879;0;3;1
77.5;1;19.26415;12;0;4.051785;4881;0;0;1
95;2;15.83333;10;0;4.051785;4883;2;1;0
85;1;15.07407;10;1;4.442651;4885;0;2;1
92.5;2;14.14583;5;0;3.86073;4887;0;2;0
22.5;3;10.57895;0;0;3.828641;4889;0;1;0
90;2;18.35593;8;0;3.624341;4891;1;2;0
82.5;1;17.2;11;0;3.806663;4893;1;0;1
80;3;19.28;9;0;4.051785;4895;0;2;0
77.5;1;15.10204;9;1;3.828641;4897;1;1;1
77.5;1;17.12;7;1;3.772761;4899;0;1;1
57.5;2;19.28;1;1;3.86073;4901;0;2;0
82.5;3;15.88235;5;1;3.912023;4903;0;0;0
32.5;2;19.65753;3;0;3.86073;4905;0;1;0
50;2;17.82407;0;1;4.051785;4907;1;0;0
90;1;17.09302;13;1;3.960813;4909;0;0;1
82.5;3;17.09302;8;1;3.86073;4911;1;2;0
30;3;16.2449;0;0;4.471639;4913;2;3;0
47.5;2;18.36065;6;0;3.86073;4915;1;2;0
37.5;3;16.2449;5;0;2.862201;4917;1;3;0
32.5;3;16.2449;3;1;2.862201;4919;1;3;0
75;2;16.29545;8;0;3.555348;4921;2;1;0
87.5;3;14.73684;14;1;3.555348;4923;1;1;0
82.5;3;18.5;9;0;3.912023;4925;0;0;0
42.5;2;15.36842;0;0;4.007333;4927;1;1;0
45;3;14.88889;2;1;3.314186;4929;1;1;0
70;2;18.36065;5;1;3.806663;4931;0;0;0
95;2;14.60714;0;0;3.806663;4933;2;3;0
57.5;3;16.08824;9;0;3.912023;4935;0;0;0
77.5;3;16.2449;8;1;3.806663;4937;0;0;0
97.5;1;14.37255;8;0;3.624341;4939;0;0;1
80;1;17.05714;8;0;3.555348;4941;1;0;1
45;3;14.73684;4;1;3.401197;4943;0;3;0
70;2;17.42593;7;1;3.749504;4945;1;0;0
50;3;16.2449;8;0;3.688879;4947;0;1;0
77.5;3;18.31579;4;0;3.218876;4949;0;1;0
65;1;18.75472;8;0;3.688879;4951;0;0;1
95;1;17.04348;9;1;3.960813;4953;0;2;1
85;1;18.31579;7;1;3.688879;4955;0;1;1
85;2;15.1579;7;0;3.401197;4957;0;4;0
65;3;19.32143;5;1;3.314186;4959;0;0;0
35;3;18.05769;0;0;3.314186;4961;0;4;0
50;1;18.75472;11;0;3.960813;4963;0;1;1
87.5;1;15.56098;8;0;3.555348;4965;0;3;1
82.5;2;18.31579;0;0;3.624341;4967;1;1;0
57.5;3;18.75472;7;0;3.555348;4969;0;1;0
75;2;14.14583;6;0;3.48124;4971;0;1;0
72.5;1;19.15;0;0;4.49981;4973;0;1;1
95;1;14.77273;5;1;3.511545;4975;0;1;1
97.5;1;17.04348;10;0;3.555348;4977;0;0;1
92.5;1;16.39474;9;1;3.48124;4979;0;0;1
47.5;3;18.04167;3;1;4.025352;4981;0;1;0
87.5;3;19.34483;5;0;4.051785;4983;0;2;0
85;2;19.34483;7;0;3.48124;4985;0;0;0
92.5;1;16.44615;8;1;3.555348;4987;0;0;1
37.5;3;17.42105;1;0;3.960813;4989;2;0;0
35;2;17.42105;0;0;3.960813;4991;2;0;0
72.5;3;14.8254;4;1;3.749504;4993;1;1;0
50;3;18.71795;0;0;2.862201;4995;0;0;0
62.5;3;14.8254;7;0;3.555348;4997;2;2;0
95;1;14.77273;10;0;3.960813;4999;1;0;1
62.5;2;18.01786;5;0;3.828641;5001;0;1;0
57.5;3;18.61111;6;0;3.48124;5003;1;2;0
85;2;18.01786;7;0;3.48124;5005;1;0;0
25;3;19.15152;0;0;3.86073;5007;2;0;0
97.5;1;18.12613;11;1;4.317488;5009;0;1;1
52.5;3;15.47826;0;0;4.135167;5011;1;1;0
87.5;3;19.79167;5;1;3.749504;5013;1;1;0
62.5;3;17.61176;8;1;2.995732;5015;0;0;0
90;2;17.61176;9;1;3.912023;5017;0;2;0
42.5;3;18.11024;2;1;3.806663;5019;0;0;0
95;2;18.43137;9;1;3.218876;5021;1;0;0
100;1;18.37349;12;1;3.48124;5023;1;1;1
35;1;20.53226;6;1;3.806663;5025;0;2;1
92.5;3;14.71951;3;0;3.749504;5027;0;3;0
45;3;19.8;2;0;3.48124;5029;0;2;0
17.5;3;16.90196;1;1;3.86073;5031;0;1;0
75;2;19.8;7;1;3.749504;5033;1;1;0
97.5;2;16.81395;5;0;4.527209;5035;1;1;0
87.5;2;15.97561;8;1;3.86073;5037;0;0;0
57.5;3;20.55556;3;1;3.86073;5039;0;1;0
